#Label,X/Easting,Y/Northing,Z/Altitude,X_est,Y_est,Z_est
TIN - KhorramAbad - 14020519 -000233.JPG,240976.4131,3706978.717,1391.32,240973.3674,3706978.623,1367.164785
TIN - KhorramAbad - 14020519 -000234.JPG,240955.7473,3706979.26,1391.42,240956.3001,3706979.046,1367.176924
TIN - KhorramAbad - 14020519 -000235.JPG,240942.031,3706979.644,1391.42,240939.2432,3706979.502,1367.162497
TIN - KhorramAbad - 14020519 -000236.JPG,240921.4564,3706980.215,1391.42,240922.0184,3706980.016,1367.151099
TIN - KhorramAbad - 14020519 -000237.JPG,240907.8231,3706980.612,1391.42,240905.1271,3706980.493,1367.081874
TIN - KhorramAbad - 14020519 -000238.JPG,240887.5834,3706980.952,1391.42,240887.9682,3706980.726,1367.026712
TIN - KhorramAbad - 14020519 -000239.JPG,240863.4508,3706981.819,1391.32,240863.8211,3706982.184,1367.100546
TIN - KhorramAbad - 14020519 -000240.JPG,240865.7895,3707015.395,1391.42,240869.3397,3707015.24,1366.774262
TIN - KhorramAbad - 14020519 -000241.JPG,240881.8756,3707013.579,1391.32,240884.339,3707013.275,1366.838432
TIN - KhorramAbad - 14020519 -000242.JPG,240896.1424,3707013.103,1391.32,240901.9866,3707012.838,1366.964258
TIN - KhorramAbad - 14020519 -000243.JPG,240916.6713,3707012.854,1391.32,240918.8708,3707012.598,1366.932774
TIN - KhorramAbad - 14020519 -000244.JPG,240930.213,3707012.416,1391.32,240935.7958,3707011.988,1366.995144
TIN - KhorramAbad - 14020519 -000245.JPG,240950.9296,3707011.746,1391.32,240953.1409,3707011.468,1367.03956
TIN - KhorramAbad - 14020519 -000246.JPG,240964.4287,3707011.457,1391.42,240969.9534,3707011.077,1366.979434
TIN - KhorramAbad - 14020519 -000247.JPG,240984.9333,3707010.879,1391.42,240986.9515,3707010.603,1367.03359
TIN - KhorramAbad - 14020519 -000248.JPG,240998.5734,3707010.547,1391.42,241004.0793,3707010.191,1366.977856
TIN - KhorramAbad - 14020519 -000249.JPG,241019,3707010.048,1391.42,241021.2389,3707009.763,1366.95468
TIN - KhorramAbad - 14020519 -000250.JPG,241032.5877,3707009.593,1391.42,241038.3602,3707009.214,1366.970944
TIN - KhorramAbad - 14020519 -000251.JPG,241053.0931,3707009.046,1391.32,241055.4714,3707008.782,1366.947453
TIN - KhorramAbad - 14020519 -000252.JPG,241066.597,3707008.739,1391.42,241072.4007,3707008.397,1366.905709
TIN - KhorramAbad - 14020519 -000253.JPG,241086.8379,3707008.254,1391.42,241089.387,3707007.984,1366.847807
TIN - KhorramAbad - 14020519 -000254.JPG,241100.2349,3707007.916,1391.42,241106.5634,3707007.522,1366.761411
TIN - KhorramAbad - 14020519 -000255.JPG,241120.3984,3707007.338,1391.42,241123.4194,3707007.044,1366.666407
TIN - KhorramAbad - 14020519 -000256.JPG,241133.8461,3707006.962,1391.42,241140.8053,3707006.537,1366.607943
TIN - KhorramAbad - 14020519 -000257.JPG,241167.4458,3707005.968,1391.32,241170.0326,3707005.677,1366.513592
TIN - KhorramAbad - 14020519 -000258.JPG,241174.196,3707005.796,1391.32,241175.2564,3707005.541,1366.502532
TIN - KhorramAbad - 14020519 -000259.JPG,241187.6011,3707005.47,1391.32,241192.1327,3707005.149,1366.482488
TIN - KhorramAbad - 14020519 -000260.JPG,241221.1745,3707004.554,1391.32,241226.2396,3707004.171,1366.457876
TIN - KhorramAbad - 14020519 -000261.JPG,241241.2701,3707003.95,1391.32,241243.3789,3707003.675,1366.43732
TIN - KhorramAbad - 14020519 -000262.JPG,241254.6489,3707003.607,1391.42,241260.8911,3707003.241,1366.369016
TIN - KhorramAbad - 14020519 -000263.JPG,241274.7441,3707003.086,1391.32,241277.7089,3707002.796,1366.338098
TIN - KhorramAbad - 14020519 -000264.JPG,241288.1263,3707002.678,1391.42,241294.7856,3707002.341,1366.230083
TIN - KhorramAbad - 14020519 -000265.JPG,241308.3123,3707002.266,1391.42,241311.7632,3707001.999,1366.140628
TIN - KhorramAbad - 14020519 -000266.JPG,241328.4929,3707001.654,1391.32,241328.8642,3707001.465,1366.091574
TIN - KhorramAbad - 14020519 -000267.JPG,241341.8053,3707001.245,1391.32,241345.834,3707000.951,1366.116132
TIN - KhorramAbad - 14020519 -000268.JPG,241361.8392,3707000.751,1391.32,241363.0836,3707000.524,1366.135451
TIN - KhorramAbad - 14020519 -000269.JPG,241388.6316,3707000.011,1391.32,241392.4366,3706999.695,1366.209271
TIN - KhorramAbad - 14020519 -000270.JPG,241395.3196,3706999.835,1391.42,241397.1939,3706999.586,1366.21563
TIN - KhorramAbad - 14020519 -000271.JPG,241408.6739,3706999.541,1391.32,241414.2386,3706999.188,1366.222115
TIN - KhorramAbad - 14020519 -000272.JPG,241428.6584,3706999.04,1391.32,241431.4,3706998.721,1366.239141
TIN - KhorramAbad - 14020519 -000273.JPG,241441.9664,3706998.658,1391.32,241448.4374,3706998.241,1366.235264
TIN - KhorramAbad - 14020519 -000274.JPG,241461.9925,3706998.162,1391.32,241465.7101,3706997.829,1366.287976
TIN - KhorramAbad - 14020519 -000275.JPG,241481.9626,3706997.602,1391.32,241482.724,3706997.324,1366.329282
TIN - KhorramAbad - 14020519 -000276.JPG,241504.2087,3707004.93,1391.32,241505.8975,3707006.016,1366.270137
TIN - KhorramAbad - 14020519 -000277.JPG,241523.6932,3707029.839,1391.42,241523.4321,3707029.598,1365.91812
TIN - KhorramAbad - 14020519 -000278.JPG,241512.4059,3707029.448,1391.42,241507.9138,3707029.315,1365.880404
TIN - KhorramAbad - 14020519 -000279.JPG,241491.2412,3707029.975,1391.32,241490.0387,3707029.858,1365.982296
TIN - KhorramAbad - 14020519 -000280.JPG,241477.5088,3707030.429,1391.32,241472.9502,3707030.428,1366.059097
TIN - KhorramAbad - 14020519 -000281.JPG,241457.1514,3707031.092,1391.32,241456.3737,3707030.959,1366.073288
TIN - KhorramAbad - 14020519 -000282.JPG,241443.4994,3707031.461,1391.32,241439.1814,3707031.433,1366.077315
TIN - KhorramAbad - 14020519 -000283.JPG,241423.007,3707032.004,1391.32,241422.4052,3707031.876,1366.110958
TIN - KhorramAbad - 14020519 -000284.JPG,241409.432,3707032.356,1391.32,241405.1744,3707032.352,1366.17527
TIN - KhorramAbad - 14020519 -000285.JPG,241389.3053,3707032.951,1391.32,241388.0991,3707032.868,1366.17741
TIN - KhorramAbad - 14020519 -000286.JPG,241375.9787,3707033.311,1391.32,241371.1652,3707033.318,1366.172043
TIN - KhorramAbad - 14020519 -000287.JPG,241356.1146,3707033.868,1391.42,241354.0699,3707033.81,1366.17654
TIN - KhorramAbad - 14020519 -000288.JPG,241336.2301,3707034.438,1391.42,241337.0864,3707034.312,1366.133485
TIN - KhorramAbad - 14020519 -000289.JPG,241323.0838,3707034.779,1391.42,241320.1489,3707034.771,1366.015304
TIN - KhorramAbad - 14020519 -000290.JPG,241303.5068,3707035.254,1391.42,241302.8728,3707035.194,1365.922598
TIN - KhorramAbad - 14020519 -000291.JPG,241290.4005,3707035.64,1391.42,241285.8647,3707035.744,1365.830046
TIN - KhorramAbad - 14020519 -000292.JPG,241270.5659,3707036.236,1391.42,241268.6888,3707036.207,1365.809875
TIN - KhorramAbad - 14020519 -000293.JPG,241250.7227,3707036.806,1391.32,241251.5969,3707036.703,1365.797897
TIN - KhorramAbad - 14020519 -000294.JPG,241237.4717,3707037.192,1391.32,241234.4766,3707037.19,1365.743055
TIN - KhorramAbad - 14020519 -000295.JPG,241217.574,3707037.655,1391.32,241217.2397,3707037.579,1365.789595
TIN - KhorramAbad - 14020519 -000296.JPG,241204.1582,3707037.968,1391.32,241199.8774,3707038.006,1365.810626
TIN - KhorramAbad - 14020519 -000297.JPG,241184.093,3707038.544,1391.32,241183.0362,3707038.492,1365.849381
TIN - KhorramAbad - 14020519 -000298.JPG,241170.8596,3707038.914,1391.32,241165.9683,3707038.961,1365.836556
TIN - KhorramAbad - 14020519 -000299.JPG,241131.4189,3707039.865,1391.42,241131.8598,3707039.763,1365.835637
TIN - KhorramAbad - 14020519 -000300.JPG,241085.1398,3707041.168,1391.32,241080.4361,3707041.219,1365.886292
TIN - KhorramAbad - 14020519 -000301.JPG,241065.2486,3707041.681,1391.32,241063.0979,3707041.654,1365.972032
TIN - KhorramAbad - 14020519 -000302.JPG,241045.3225,3707042.243,1391.32,241046.112,3707042.131,1365.965389
TIN - KhorramAbad - 14020519 -000303.JPG,241031.9995,3707042.545,1391.32,241029.1215,3707042.551,1366.006678
TIN - KhorramAbad - 14020519 -000304.JPG,241012.0807,3707042.997,1391.32,241011.8901,3707042.947,1366.006788
TIN - KhorramAbad - 14020519 -000305.JPG,240998.7891,3707043.409,1391.42,240994.7594,3707043.476,1365.956758
TIN - KhorramAbad - 14020519 -000306.JPG,240979.079,3707043.932,1391.42,240977.7912,3707043.903,1365.918891
TIN - KhorramAbad - 14020519 -000307.JPG,240959.3264,3707044.413,1391.32,240960.7899,3707044.326,1365.935224
TIN - KhorramAbad - 14020519 -000308.JPG,240946.1515,3707044.746,1391.32,240943.5699,3707044.748,1365.996073
TIN - KhorramAbad - 14020519 -000309.JPG,240926.4085,3707045.294,1391.32,240926.5294,3707045.225,1366.067062
TIN - KhorramAbad - 14020519 -000310.JPG,240913.0973,3707045.652,1391.32,240909.3924,3707045.721,1366.10372
TIN - KhorramAbad - 14020519 -000311.JPG,240893.2187,3707046.25,1391.32,240892.2809,3707046.203,1366.204426
TIN - KhorramAbad - 14020519 -000312.JPG,240879.8079,3707046.654,1391.32,240874.922,3707046.657,1366.193159
TIN - KhorramAbad - 14020519 -000313.JPG,240864.6061,3707047.818,1391.32,240865.814,3707047.752,1366.138973
TIN - KhorramAbad - 14020519 -000314.JPG,240869.0208,3707080.759,1391.42,240871.315,3707080.498,1365.750556
TIN - KhorramAbad - 14020519 -000315.JPG,240879.7083,3707079.118,1391.42,240886.3277,3707078.611,1365.734103
TIN - KhorramAbad - 14020519 -000316.JPG,240900.9409,3707078.329,1391.42,240904.0989,3707078.255,1365.694958
TIN - KhorramAbad - 14020519 -000317.JPG,240914.6245,3707078.075,1391.32,240921.0282,3707077.878,1365.740467
TIN - KhorramAbad - 14020519 -000318.JPG,240934.9236,3707077.552,1391.32,240937.8149,3707077.447,1365.781535
TIN - KhorramAbad - 14020519 -000319.JPG,240948.6054,3707077.234,1391.32,240954.7665,3707077.057,1365.882273
TIN - KhorramAbad - 14020519 -000320.JPG,240969.1006,3707076.699,1391.32,240971.9404,3707076.605,1365.96765
TIN - KhorramAbad - 14020519 -000321.JPG,240982.6415,3707076.329,1391.42,240988.8875,3707076.128,1366.023684
TIN - KhorramAbad - 14020519 -000322.JPG,241002.7216,3707075.83,1391.32,241005.7295,3707075.701,1366.06944
TIN - KhorramAbad - 14020519 -000323.JPG,241015.9489,3707075.425,1391.42,241022.8042,3707075.186,1366.066448
TIN - KhorramAbad - 14020519 -000324.JPG,241035.7261,3707074.904,1391.42,241039.854,3707074.754,1366.100069
TIN - KhorramAbad - 14020519 -000325.JPG,241068.658,3707074.066,1391.42,241074.0376,3707073.86,1366.006371
TIN - KhorramAbad - 14020519 -000326.JPG,241088.3072,3707073.492,1391.42,241091.1729,3707073.336,1365.981677
TIN - KhorramAbad - 14020519 -000327.JPG,241101.4898,3707073.061,1391.42,241108.1829,3707072.85,1366.036779
TIN - KhorramAbad - 14020519 -000328.JPG,241121.261,3707072.605,1391.32,241125.6601,3707072.406,1366.066056
TIN - KhorramAbad - 14020519 -000329.JPG,241140.9953,3707072.026,1391.32,241142.6227,3707071.887,1366.063144
TIN - KhorramAbad - 14020519 -000330.JPG,241154.0514,3707071.598,1391.42,241159.4918,3707071.334,1366.094243
TIN - KhorramAbad - 14020519 -000331.JPG,241173.7147,3707071.068,1391.42,241176.7219,3707070.873,1366.061034
TIN - KhorramAbad - 14020519 -000332.JPG,241193.353,3707070.572,1391.42,241193.8463,3707070.448,1365.981706
TIN - KhorramAbad - 14020519 -000333.JPG,241206.5004,3707070.274,1391.42,241210.7873,3707070.088,1365.977187
TIN - KhorramAbad - 14020519 -000334.JPG,241226.3246,3707069.77,1391.42,241228.1032,3707069.64,1365.957139
TIN - KhorramAbad - 14020519 -000335.JPG,241239.6075,3707069.417,1391.42,241245.1144,3707069.173,1365.908871
TIN - KhorramAbad - 14020519 -000336.JPG,241259.3248,3707068.879,1391.42,241262.1186,3707068.732,1365.833067
TIN - KhorramAbad - 14020519 -000337.JPG,241278.9673,3707068.346,1391.42,241279.2395,3707068.252,1365.790777
TIN - KhorramAbad - 14020519 -000338.JPG,241292.1254,3707068.061,1391.42,241296.5344,3707067.863,1365.717373
TIN - KhorramAbad - 14020519 -000339.JPG,241311.8707,3707067.507,1391.42,241313.5781,3707067.368,1365.6446
TIN - KhorramAbad - 14020519 -000340.JPG,241324.9919,3707067.099,1391.42,241330.8282,3707066.87,1365.611099
TIN - KhorramAbad - 14020519 -000341.JPG,241344.6213,3707066.561,1391.32,241347.6618,3707066.369,1365.593934
TIN - KhorramAbad - 14020519 -000342.JPG,241364.2808,3707065.987,1391.32,241364.8202,3707065.877,1365.653157
TIN - KhorramAbad - 14020519 -000343.JPG,241377.4373,3707065.644,1391.32,241382.0032,3707065.434,1365.735082
TIN - KhorramAbad - 14020519 -000344.JPG,241397.1111,3707065.122,1391.32,241399.1599,3707064.975,1365.791092
TIN - KhorramAbad - 14020519 -000345.JPG,241410.1727,3707064.806,1391.32,241416.2344,3707064.561,1365.820062
TIN - KhorramAbad - 14020519 -000346.JPG,241429.708,3707064.323,1391.32,241433.0247,3707064.135,1365.872562
TIN - KhorramAbad - 14020519 -000347.JPG,241449.3166,3707063.775,1391.32,241450.3097,3707063.65,1365.905494
TIN - KhorramAbad - 14020519 -000348.JPG,241462.4247,3707063.461,1391.32,241467.5746,3707063.238,1365.953764
TIN - KhorramAbad - 14020519 -000349.JPG,241482.144,3707062.899,1391.32,241484.6284,3707062.733,1365.910074
TIN - KhorramAbad - 14020519 -000350.JPG,241495.3476,3707062.579,1391.32,241501.6452,3707062.284,1365.85905
TIN - KhorramAbad - 14020519 -000351.JPG,241515.0121,3707061.999,1391.42,241518.8407,3707061.807,1365.830786
TIN - KhorramAbad - 14020519 -000352.JPG,241534.7025,3707061.518,1391.42,241536.0348,3707061.387,1365.867811
TIN - KhorramAbad - 14020519 -000353.JPG,241547.4423,3707061.152,1391.32,241551.3231,3707062.108,1365.89126
TIN - KhorramAbad - 14020519 -000354.JPG,241570.3923,3707093.988,1391.32,241568.4869,3707094.088,1365.39634
TIN - KhorramAbad - 14020519 -000355.JPG,241554.6299,3707093.609,1391.42,241552.6965,3707093.712,1365.395676
TIN - KhorramAbad - 14020519 -000356.JPG,241540.2901,3707093.956,1391.32,241535.0793,3707094.256,1365.482266
TIN - KhorramAbad - 14020519 -000357.JPG,241519.7709,3707094.654,1391.32,241518.1949,3707094.837,1365.462694
TIN - KhorramAbad - 14020519 -000358.JPG,241506.1937,3707095.11,1391.32,241501.2294,3707095.426,1365.482061
TIN - KhorramAbad - 14020519 -000359.JPG,241485.7076,3707095.693,1391.32,241484.2509,3707095.903,1365.533343
TIN - KhorramAbad - 14020519 -000360.JPG,241472.105,3707096.067,1391.32,241467.1132,3707096.379,1365.59697
TIN - KhorramAbad - 14020519 -000361.JPG,241451.7276,3707096.558,1391.32,241450.2649,3707096.805,1365.66289
TIN - KhorramAbad - 14020519 -000362.JPG,241438.2717,3707097.011,1391.32,241433.1904,3707097.359,1365.763117
TIN - KhorramAbad - 14020519 -000363.JPG,241418.1871,3707097.531,1391.32,241416.1411,3707097.771,1365.824327
TIN - KhorramAbad - 14020519 -000364.JPG,241398.1605,3707098,1391.32,241399.1986,3707098.168,1365.842433
TIN - KhorramAbad - 14020519 -000365.JPG,241384.9995,3707098.365,1391.32,241381.8878,3707098.654,1365.88039
TIN - KhorramAbad - 14020519 -000366.JPG,241365.1915,3707098.893,1391.32,241365.0696,3707099.105,1365.92013
TIN - KhorramAbad - 14020519 -000367.JPG,241351.9731,3707099.238,1391.32,241347.7109,3707099.574,1365.939297
TIN - KhorramAbad - 14020519 -000368.JPG,241332.1306,3707099.829,1391.32,241330.8471,3707100.079,1365.908655
TIN - KhorramAbad - 14020519 -000369.JPG,241312.474,3707100.411,1391.42,241313.6111,3707100.579,1365.893087
TIN - KhorramAbad - 14020519 -000370.JPG,241299.4493,3707100.751,1391.42,241296.6122,3707101.031,1365.858304
TIN - KhorramAbad - 14020519 -000371.JPG,241279.8808,3707101.344,1391.42,241279.4547,3707101.588,1365.806912
TIN - KhorramAbad - 14020519 -000372.JPG,241266.7872,3707101.72,1391.42,241262.4059,3707102.035,1365.751289
TIN - KhorramAbad - 14020519 -000373.JPG,241247.2339,3707102.109,1391.42,241245.3728,3707102.376,1365.702364
TIN - KhorramAbad - 14020519 -000374.JPG,241227.7166,3707102.589,1391.42,241228.141,3707102.811,1365.703903
TIN - KhorramAbad - 14020519 -000375.JPG,241214.5514,3707102.991,1391.42,241211.1371,3707103.337,1365.726316
TIN - KhorramAbad - 14020519 -000376.JPG,241194.6478,3707103.615,1391.42,241193.7954,3707103.886,1365.69908
TIN - KhorramAbad - 14020519 -000377.JPG,241181.3253,3707103.932,1391.32,241176.6139,3707104.239,1365.824935
TIN - KhorramAbad - 14020519 -000378.JPG,241161.3497,3707104.474,1391.32,241159.6433,3707104.728,1365.831648
TIN - KhorramAbad - 14020519 -000379.JPG,241141.5205,3707105.077,1391.32,241142.545,3707105.252,1365.798948
TIN - KhorramAbad - 14020519 -000380.JPG,241128.3074,3707105.429,1391.32,241125.5888,3707105.69,1365.812631
TIN - KhorramAbad - 14020519 -000381.JPG,241108.6356,3707105.929,1391.32,241108.6593,3707106.112,1365.750758
TIN - KhorramAbad - 14020519 -000382.JPG,241095.5428,3707106.237,1391.42,241091.3165,3707106.494,1365.693779
TIN - KhorramAbad - 14020519 -000383.JPG,241076.035,3707106.684,1391.42,241074.4535,3707106.9,1365.672464
TIN - KhorramAbad - 14020519 -000384.JPG,241056.5198,3707107.242,1391.42,241057.2425,3707107.392,1365.596441
TIN - KhorramAbad - 14020519 -000385.JPG,241043.4831,3707107.619,1391.42,241039.9847,3707107.892,1365.569985
TIN - KhorramAbad - 14020519 -000386.JPG,241023.8696,3707108.174,1391.42,241023.0328,3707108.356,1365.559064
TIN - KhorramAbad - 14020519 -000387.JPG,241010.6656,3707108.574,1391.42,241005.792,3707108.873,1365.499862
TIN - KhorramAbad - 14020519 -000388.JPG,240990.9711,3707109.193,1391.42,240988.524,3707109.441,1365.511462
TIN - KhorramAbad - 14020519 -000389.JPG,240971.2738,3707109.61,1391.32,240971.539,3707109.753,1365.538749
TIN - KhorramAbad - 14020519 -000390.JPG,240958.0896,3707109.786,1391.32,240954.409,3707110.055,1365.597743
TIN - KhorramAbad - 14020519 -000391.JPG,240938.3396,3707110.356,1391.32,240937.495,3707110.543,1365.558498
TIN - KhorramAbad - 14020519 -000392.JPG,240918.9414,3707110.942,1391.42,240920.2616,3707111.055,1365.506663
TIN - KhorramAbad - 14020519 -000393.JPG,240905.8145,3707111.328,1391.42,240903.1153,3707111.566,1365.443328
TIN - KhorramAbad - 14020519 -000394.JPG,240886.1801,3707111.874,1391.32,240885.9822,3707112.006,1365.411441
TIN - KhorramAbad - 14020519 -000395.JPG,240868.3954,3707112.404,1391.32,240868.9735,3707112.606,1365.411124
TIN - KhorramAbad - 14020519 -000396.JPG,240866.5412,3707113.984,1391.32,240867.7365,3707114.015,1365.317916
TIN - KhorramAbad - 14020519 -000397.JPG,240872.3864,3707145.924,1391.32,240873.2984,3707146.04,1365.11421
TIN - KhorramAbad - 14020519 -000398.JPG,240884.2355,3707144.24,1391.32,240888.3145,3707144.111,1365.148746
TIN - KhorramAbad - 14020519 -000399.JPG,240898.579,3707143.645,1391.32,240906.1263,3707143.651,1365.284773
TIN - KhorramAbad - 14020519 -000400.JPG,240919.1093,3707143.266,1391.32,240922.9644,3707143.305,1365.38598
TIN - KhorramAbad - 14020519 -000401.JPG,240932.6838,3707142.902,1391.32,240939.75,3707142.876,1365.507878
TIN - KhorramAbad - 14020519 -000402.JPG,240953.0633,3707142.391,1391.32,240956.5879,3707142.451,1365.577584
TIN - KhorramAbad - 14020519 -000403.JPG,240966.6328,3707142.036,1391.32,240973.8324,3707141.991,1365.60025
TIN - KhorramAbad - 14020519 -000404.JPG,240986.8514,3707141.499,1391.32,240990.7656,3707141.578,1365.633628
TIN - KhorramAbad - 14020519 -000405.JPG,241020.1548,3707140.648,1391.42,241024.7197,3707140.709,1365.713304
TIN - KhorramAbad - 14020519 -000406.JPG,241052.8158,3707139.738,1391.42,241058.7745,3707139.756,1365.71251
TIN - KhorramAbad - 14020519 -000407.JPG,241072.4112,3707139.187,1391.42,241076.1142,3707139.267,1365.692678
TIN - KhorramAbad - 14020519 -000408.JPG,241098.6188,3707138.527,1391.42,241104.8829,3707138.519,1365.632458
TIN - KhorramAbad - 14020519 -000409.JPG,241105.1461,3707138.336,1391.42,241110.2331,3707138.37,1365.649103
TIN - KhorramAbad - 14020519 -000410.JPG,241124.8099,3707137.83,1391.42,241127.3796,3707137.908,1365.64805
TIN - KhorramAbad - 14020519 -000411.JPG,241138.0078,3707137.491,1391.42,241144.4729,3707137.477,1365.62686
TIN - KhorramAbad - 14020519 -000412.JPG,241157.9062,3707136.963,1391.42,241161.5103,3707136.959,1365.629675
TIN - KhorramAbad - 14020519 -000413.JPG,241177.5964,3707136.383,1391.32,241178.5281,3707136.474,1365.680417
TIN - KhorramAbad - 14020519 -000414.JPG,241190.6362,3707136.027,1391.42,241195.5701,3707136.033,1365.621129
TIN - KhorramAbad - 14020519 -000415.JPG,241210.2348,3707135.498,1391.32,241212.8846,3707135.531,1365.654193
